<<<<<<< HEAD
1.013688328835834795e+02 6.174328749986359810e+01 5.514241827330556589e+01
1.396354891541784298e+02 1.487718475105148741e+01 6.972049064284391307e+00
1.628315915883022456e+02 -4.373382372007179697e+01 -2.581311188858581573e+00
1.443771156824601292e+02 -4.582758207920227989e+01 -3.387995982802507022e+00
1.207777145848795044e+02 1.021053726236899166e+02 -5.260918207847122829e-01
1.800317118287145490e+02 -1.885727318415649378e+01 -5.554178555288435604e+01
1.371038176546519196e+02 -1.670638618181854795e+01 2.061428320949930892e+01
1.578753223457488559e+02 -5.626877545826452831e+01 -1.306191193547825513e+01
1.754894164299137458e+02 -2.711562106545377659e+01 -4.456493402733195808e+01
1.803056093734037972e+02 -1.853353411436156861e+01 -5.367166843894860051e+01
1.599215222697128524e+02 3.137135656480197099e+00 -8.528795871809490947e+00
1.664936910564114214e+02 -7.107700737858587914e+00 1.629996373391437459e+01
1.723590966274674656e+02 3.412476150820108245e+01 1.281817483704201344e+01
1.507676984656814909e+02 1.176306765948340782e+01 3.996605200331558194e+01
1.263478039202645249e+02 1.017585804136877243e+02 -1.170731856844072105e+01
1.290302248937643697e+02 2.009547199821321684e+01 5.931305830534819279e+01
1.184790664184486246e+02 6.859609351216978723e+01 2.745059196842954918e+01
1.830289703338273171e+02 -3.010508497487048984e+01 -4.993976361978252498e+01
1.762234475027959775e+02 -2.015141864046342945e+01 -6.116455838347114593e+01
1.554031138389166529e+02 -5.315316176816207872e+01 -1.208779273036324931e+01
1.583378947495586431e+02 1.645072441363409688e+00 -4.252099656200138966e+00
1.503207746470524739e+02 -6.066062205364389825e+01 -3.663600605580962899e+00
1.156747236671816097e+02 6.295903147613815776e+01 2.341133711558117980e+01
1.445517060097613751e+02 5.711922097848569280e+01 9.476040009655655183e+00
1.181241333731730521e+02 8.671135023533857122e+01 2.886652946311711432e+01
1.982472779390241726e+02 -1.938272260353470600e+01 1.039746573878633384e+01
1.312004693430805844e+02 1.092100730696447641e+01 4.534617246846654126e+01
1.502846276779417281e+02 -5.823643766128606813e+01 -2.010545088456093588e+00
1.781563919613854239e+02 -2.102982564252376108e+01 -5.915604294415884112e+01
1.091043079189766445e+02 4.811762032691347457e+01 8.170469707770671164e+00
1.349227898008259388e+02 -6.948450845265183773e+01 -7.787687362788918932e+00
1.045045157233936095e+02 4.408510185937974768e+01 1.940433483584359564e+01
8.569194725657951039e+01 1.470364155234953429e+01 5.090515288158158569e+01
1.077278977929611301e+02 6.307099651731363110e+01 4.120756689841338982e+01
1.741722390007071510e+02 -2.756708178762076855e+01 -4.655843386872582101e+01
8.494419789458827097e+01 1.731319582871053342e+01 5.092852035196202820e+01
1.484904889160413290e+02 9.414123606668559319e+01 -4.826295796245812397e+00
1.162804817313559482e+02 7.186637212539270081e+01 2.774433269147890257e+01
8.595244701184500968e+01 2.127387727490580360e+01 5.277855557426219235e+01
1.352417373966819980e+02 5.731823022411587942e+01 2.071462518365072825e+01
1.314606615365673292e+02 1.007475107960891023e+02 -1.582172132244823004e+00
1.182873836926301436e+02 4.232381439015230029e+01 2.555326510440460197e+01
1.488244016125102007e+02 3.989411159157133113e+01 5.588896984721353434e+00
1.699631700989658896e+02 2.284715335211938125e+01 4.706238490055585544e+01
1.291202333966001561e+02 9.903784196668969741e+01 -1.462544832957886598e+01
1.135628156621194051e+02 4.047093353839230190e+01 1.840697030293559777e+01
8.169826213602934217e+01 2.665312887304983036e+01 6.456288042039810193e+01
1.273526493520787852e+02 9.805069191663022821e+01 -1.183066015372302182e+01
9.441241838760969074e+01 1.054450255091748190e+01 4.639128614739089329e+01
1.284216579318285767e+02 9.773531614332743800e+01 -8.699752818994609171e+00
1.686639567240359554e+02 7.662868804020172675e+00 -3.905023465056538612e+01
8.752666418562307626e+01 2.413125659112757759e+01 5.448303052803650104e+01
1.789197370592025322e+02 3.665507465963061406e+01 3.226930454241146862e+01
1.260464475335106584e+02 9.937080469913794900e+01 -8.230570165693018581e+00
8.077961908178511408e+01 2.888040949244847155e+01 6.426056189262787655e+01
1.273198465032212710e+02 1.015737395521731230e+02 -8.630308866132729406e+00
1.238292378750158633e+02 1.014944755085815302e+02 -1.482386337094643736e+00
1.250347695022094001e+02 1.033030988864528297e+02 -3.459300918247992129e+00
1.265997449955990675e+02 3.493702733369779168e+01 2.715717588033342622e+01
1.231763115900053975e+02 1.031350771918787217e+02 -1.188513676327707103e+00
1.755393350238942958e+02 5.345130036280895069e+01 3.190943172409014039e+01
1.738639184731603393e+02 -1.474991284384266876e+01 -4.079295032872675364e+01
1.552063354442550462e+02 -3.987122814065637755e+01 1.361778803778199176e+01
1.355801110478249996e+02 1.551600493369589273e+01 1.495621495186925820e+01
1.440635616406516419e+02 8.978204514135401837e+01 -1.602970651930690593e+01
1.564265136578138424e+02 -3.821791366839658366e+01 1.209057531380597084e+01
1.783052286020281656e+02 -6.598497290574936613e+00 4.343231413665404439e+00
1.533667882689763076e+02 3.129664730152757812e+01 6.126693392373385905e+01
1.306010748169434237e+02 9.397233059217424511e+01 -1.820440368489327199e+01
1.259731574518101809e+02 1.013250596459989907e+02 -4.986209291352937001e+00
1.725887927576512197e+02 -1.321212751383916562e+01 -4.057897536927512050e+01
1.731509090291134783e+02 -5.634575812265714134e+00 1.117837103121458853e+01
1.701558735626155965e+02 -1.641797209199180685e+01 -2.852506417913420833e+01
1.103697524152419476e+02 4.806358609785097258e+01 1.037573080459110031e+01
1.044292438451256828e+02 4.465491028317670441e+01 2.158165767343626484e+01
8.967725727054568097e+01 1.376740971669302382e+01 6.306631401217225630e+01
1.406905084646400041e+02 -6.727423247373410220e+01 -6.217961655199065518e+00
1.347583247015090535e+02 5.022346660891693659e+01 5.831341603669233820e+01
1.740512610141436198e+02 2.751531612673474569e-01 1.444891760013453919e+01
1.355863253453984214e+02 2.849904098301738742e+01 5.583564601167675789e+01
1.303617659220598171e+02 9.265330047984872408e+01 -1.664094429468040204e+01
1.810645216607246653e+02 -1.735045043353843042e+01 -6.273450009999746158e+01
1.652532195803484854e+02 -7.024523394206409144e+00 1.155380452342209807e+01
1.467566538445185813e+02 9.204477040043627767e+01 -1.210596269792569757e+01
1.875824809515866605e+02 -3.738405089762066069e+01 -4.053853503001381853e+01
8.717520842451554586e+01 1.643551140423888768e+01 5.077724637582365830e+01
1.460669159635281744e+02 1.810697738402424761e+01 5.178165054898452979e+01
1.342682307184620356e+02 -3.648435071231978100e+01 9.836136716057396256e+00
1.682184564693051811e+02 -4.920179482797541581e+00 1.453644247662382938e+01
1.359396518668741578e+02 1.720313107440949452e+01 1.209825002201133159e+01
1.384734630991833626e+02 8.242711674202629979e+01 -8.457438524415486825e+00
1.277928878774101236e+02 9.617843411618474647e+01 -1.047834673476639011e+01
1.475952837320777462e+02 6.437297534713543712e+01 -3.506960372775010271e+00
1.193256475798818173e+02 4.144768256218632274e+01 3.642522434349659477e+01
1.376707564679925611e+02 9.965704314133195396e+01 -1.155008408747896098e+01
1.121119282398636443e+02 4.511453260659719433e+01 1.213544908896288099e+01
1.418021142193445598e+02 5.060243224705717324e+01 7.032912194447327181e+00
1.703160777234336933e+02 4.531846641556386146e+01 5.526345590634777238e+01
1.679644552433016997e+02 -5.501023317909941035e+00 -3.997974378394971495e+01
1.668697368030294115e+02 -7.434995639883490881e+00 -3.751948544912380612e+01
1.392318610656464841e+02 9.880292179915691975e+01 6.274634820264299861e-01
1.275238495544542872e+02 9.964806804293912990e+01 -2.786302979973779514e+00
8.953172894603341092e+01 1.617737051595897668e+01 5.007752646046778722e+01
1.754254812349423673e+02 2.859247282328490769e+01 4.181847481114206744e+01
1.251704460651557582e+02 2.130008776804333337e+01 3.426527447563316997e+01
1.710790244630739778e+02 2.329300750305332457e+01 -8.145414350380052682e+00
1.126487923733671437e+02 2.435239540863629770e+01 5.404975275768337184e+01
1.392447379460741388e+02 6.232162892175625757e+01 1.601965124394584450e+01
1.267287134319147412e+02 6.320354192277302730e+01 4.514612840790938009e+01
8.817925370588361034e+01 2.155593586338624235e+01 5.271865163643571606e+01
1.590392759289275375e+02 2.903465518782020993e+01 6.055455341486882048e+01
1.779198760759581717e+02 4.044571043431665203e+01 2.377473052964751332e+01
1.493241603073819590e+02 -6.478200254575294537e+01 -1.745329405369042064e+01
8.852566243558740666e+01 2.636068649666946939e+01 5.708900888259709916e+01
1.166434162737798204e+02 4.305878445039685687e+01 1.207231742546965592e+01
8.856237776691017416e+01 2.652265120597646941e+01 5.650448129854368062e+01
1.652778862367721899e+02 2.437215549814798976e+01 5.379557340698721646e+01
1.766889191576414646e+02 2.552628465406693792e+01 2.179213228910243316e+01
8.842154479236094744e+01 2.680657241314272454e+01 5.528375888607114774e+01
8.404056933721710720e+01 2.577778419281971978e+01 6.450709317313955182e+01
8.534120426132672321e+01 2.750140582200468131e+01 6.288602157194530662e+01
1.287550364274154617e+02 9.846911799017595968e+01 -6.374950028133271829e+00
1.297546206378706302e+02 1.007763194228838870e+02 -7.869846910271650842e+00
1.263081649620311566e+02 9.976571487305287178e+01 -4.672372883246177722e+00
1.292412922547346454e+02 1.021608397496909930e+02 -5.879493662491137584e+00
9.013814068996011031e+01 2.252212090286827362e+01 5.255482948578838887e+01
1.269080062300405274e+02 1.012304744172827071e+02 -9.858411223581242666e-01
1.327980970236341989e+02 -6.826064382991660295e+01 -1.674611921397358572e+01
1.052513112800442769e+02 6.384508906189267918e+01 4.316758380159806308e+01
1.446774392155406872e+02 8.713926134816489366e+00 2.918993639212534674e+01
8.932703514440811432e+01 2.461603286981200611e+01 5.446149599335623037e+01
1.264446026212682170e+02 1.364188480288289185e+01 5.761785998411431819e+01
1.149040313242180389e+02 4.513413835638563398e+01 1.080324003717394987e+01
1.598246249363427580e+02 3.673521788829213364e+01 5.396312335078278011e+00
1.133022478713931775e+02 4.777729935894911506e+01 3.734735404089659028e+01
1.288580673150155746e+02 1.033708549288371188e+02 -4.275155336345333623e+00
1.940599389994912087e+02 -3.329382765303238045e+01 -4.076418581168549338e+01
1.416678433647932422e+02 1.178035013728950631e+01 3.576497319592716195e+01
1.255363128203601377e+02 3.581636837883439739e+01 5.069651976145083694e+01
1.402951206619756022e+02 2.909631992917194054e+01 5.960275628532933467e+01
1.594131896614991035e+02 4.152118959531568976e+01 6.088883338268717083e+00
1.712475520122092973e+02 4.459250687573603500e+01 5.424377886260911907e+01
1.404409362955342431e+02 1.259576235595911164e+01 3.998841403323766741e+01
1.062463783934620096e+02 5.357609091627728048e+01 2.796327057293052576e+01
1.756485811074578294e+02 1.973455418314531329e+01 -4.751164311110922966e+00
1.049401486658312592e+02 5.796738726094518768e+01 5.233448998309289379e+01
1.062727982029733056e+02 6.067195814540315268e+01 4.058296273514802266e+01
1.362916635024803895e+02 1.262114792908881888e+01 4.786992042752883236e+01
1.737958450273604001e+02 -3.097415717979285787e+01 -5.197010920198770378e+01
1.292546939981396861e+02 1.006528747849589536e+02 4.182092754730692974e-01
1.653278949476412549e+02 -6.706231801670952564e+01 -1.017127267764996468e+01
1.820275889221520345e+02 -1.743157792008286933e+01 -5.971044532462138932e+01
1.306402093236759470e+02 1.028152695012718709e+02 1.173712542615795940e+00
1.689174401585180760e+02 -6.170165653443994103e+01 -1.583421037401629228e+01
1.562806677800179500e+02 -6.742241087011611000e+01 -1.119789741350592394e+01
1.603657038740560949e+02 -5.686332747762912021e+01 -1.566137376136306791e+01
1.478932307747278116e+02 -3.591517654481769739e+01 1.579704758498814243e+01
1.345086972679180235e+02 9.962924794220633373e+01 -1.680151907344261275e+01
1.115964683983792014e+02 5.893887371414753318e+01 1.828966672094269796e+01
1.434738761657359021e+02 5.349143030240153962e+01 8.766681826978388159e+00
1.159807442920999563e+02 4.992468487152527956e+01 4.095340115327859110e+01
1.126142260348440800e+02 6.070755620967856458e+01 1.760775733093982964e+01
1.361498618061694970e+02 -3.790117098014287222e+01 8.582954350127668164e+00
1.351691021279343374e+02 1.004459324871105252e+02 -1.252530607794954598e+01
1.208228906990402152e+02 6.879477046082359948e+01 2.705390669591214703e+01
1.275301313842946911e+02 1.790628524209272854e+01 5.896792846337487504e+01
1.377479575804638046e+02 -6.822953620731441049e+01 -1.533066712536869503e+01
1.123943092580283860e+02 4.215637336226577503e+01 1.212107017824051169e+01
1.436760981782397550e+02 3.011245093955624696e+01 6.093648897539313225e+01
1.343435455427955105e+02 -7.079007347775075232e+01 -7.061387584859395439e+00
1.353427760312341093e+02 8.952570939888455825e+01 -1.323442482444864510e+01
1.297812153656216196e+02 1.362068863792302764e+01 4.109780874037452492e+01
1.118732225547999519e+02 6.057731606925803192e+01 1.964539774898783264e+01
1.296820414319061001e+02 3.631250972748291161e+01 2.140615496857983402e+01
1.500482779456293656e+02 -5.795511794660948368e+01 -4.349200089596101826e+00
1.289478813481090924e+02 9.775366824735286286e+01 -4.146243386027677502e+00
1.357931585863791213e+02 6.103723955220284836e+01 1.691112252736802191e+01
1.885386726987869679e+02 -3.128047332742489317e+01 -4.772500753807783269e+01
1.926510124852578372e+02 -7.714851559514345425e+00 1.063376208887630625e+01
1.170782222958545020e+02 4.226533196333129894e+01 3.626829688104433558e+01
1.152703684634771548e+02 4.332175009906050178e+01 1.088744916431528509e+01
1.373897462444314215e+02 9.993626389629193341e+01 -9.836535435330667099e+00
1.094655623464759486e+02 4.399276060477302508e+01 2.403835448644785799e+01
1.910138733196388330e+02 -3.025060259011894459e+01 -4.827019148534822790e+01
1.273062892117987133e+02 1.062809457368314270e+01 4.420462090945839151e+01
1.091576689446432766e+02 4.626964554104714722e+01 2.434510683346142201e+01
1.156077909662213585e+02 2.025703496556270622e+01 6.037766561527607223e+01
1.656953551997030161e+02 -2.234607436809617198e+01 -5.811752467120129495e+01
1.077970380019404502e+02 5.381021415499226634e+01 2.961045676944726068e+01
1.762784935508774140e+02 1.169149853248874660e+00 -4.051697693504851117e+01
1.774621694113703256e+02 1.964522135754278054e+01 1.462856939972821735e+01
1.375789221731010912e+02 5.210570278194833094e+01 1.378817231132176957e+01
1.146566937706351865e+02 6.239886934064587365e+01 1.934042738241241111e+01
1.921427904349542928e+02 -3.624477234449551588e+01 -3.765668551298335842e+01
1.114136717306482467e+02 6.275013051970072553e+01 2.119113817208827655e+01
1.330642785741701175e+02 9.154177038316740322e+01 -1.109831223997346861e+01
1.849778231561720077e+02 -1.239481776010362957e+01 4.657916437324459480e+00
1.080224078733055819e+02 5.198388744505293602e+01 3.053238187935855308e+01
1.288759927967799115e+02 1.026176580954363260e+02 2.483270391111341624e+00
1.460194898976506579e+02 9.268456569027887326e+01 -7.607256074350951636e+00
1.911273838408678785e+02 -3.191808559214923946e+01 -4.665126235844171276e+01
1.568213932398843724e+02 -2.586962401104135978e+01 2.079794052169170726e+01
1.426912239522092989e+02 9.739331987114611877e+01 -2.493743367008048217e+00
1.121027335622289769e+02 2.406791075447280548e+01 4.985621596266459932e+01
1.537385391322995076e+02 5.946214697083885170e+01 5.811128430839028169e+01
1.340643111751975596e+02 8.959910028276279093e+01 -1.279537474731489510e+01
1.389448288774257492e+02 4.695110965817411852e+01 6.130394845643312607e+00
9.224836419964279344e+01 1.713026859008912339e+01 6.733733758296033045e+01
9.318308829847561015e+01 2.803859616398308674e+01 5.497700256003727759e+01
1.373215959019131560e+02 5.103935122474167230e+01 5.924831804980281902e+01
1.192040283868027473e+02 7.355242564158182006e+00 5.446179498251055406e+01
1.507153671899961580e+02 -6.661892560170541344e+01 -1.382711839164649881e+01
1.443061299442716745e+02 -7.339788158138524921e+01 -1.543208097954669844e+00
1.681324511703988094e+02 3.278006497276759035e+01 5.532961028308818641e+01
1.757931088894202674e+02 1.648313552621269196e+01 4.007162254428175530e+00
1.057014828313280930e+02 1.001432037118293827e+01 6.607172663930963097e+01
1.248487177240020287e+02 6.166436091801682551e+01 1.820069855395932734e+01
1.446081417888920839e+02 6.682372262323045220e+01 5.035946576686919229e+01
1.538081112187176984e+02 -5.501479070920637326e+01 -1.209602419269998563e+01
1.002602083630564209e+02 6.370733216257126230e+01 5.233419911068666863e+01
1.122266020590834756e+02 4.045562238612523487e+01 1.773382979911006174e+01
1.595837628709939793e+02 -2.469210846431010964e+01 1.758471034560973223e+01
1.810850711108745372e+02 -1.980882113269299083e+01 -6.403255989941315818e+01
1.786975240491073293e+02 -2.360460985394728795e+01 -5.963299019649137733e+01
1.739975032798819257e+02 2.001127669597582681e+01 -2.141021707662138951e+00
1.810557761341548542e+02 -1.832473142811944911e+01 -6.551001601381685191e+01
1.445341143333159835e+02 -7.541977025845230287e+01 -4.530740703133732339e+00
1.470510532676240700e+02 -7.271885785501646637e+01 -4.145544277964679836e+00
1.664035442245546506e+02 3.054531487974978887e+01 5.635866373745255942e+01
1.152511385015532994e+02 4.074849368623385004e+01 1.691195649105477372e+01
1.309377595658064308e+02 3.827783525793120134e+01 1.393314880163200620e+01
1.019902501634419991e+02 6.343908505084678495e+01 4.845696961458566676e+01
1.893934564548540038e+02 -1.001868977454966725e+01 -3.176293330638070600e+01
1.997995634553441846e+02 -2.317308985284759260e+01 1.074377748580281811e+01
1.719549149216146304e+02 -1.343640960452309940e+01 -2.522623385801522033e+01
1.302541344638733563e+02 6.373614189988987278e+01 2.178047094053112431e+01
9.338444504821366365e+01 2.210360047146068752e+01 6.568255419400496464e+01
1.645603137567418344e+02 6.443581583184717942e+01 4.542633080715248184e-01
1.056748854845882164e+02 6.385675695160315257e+01 4.423347924737472425e+01
1.035986587433255579e+02 6.455509725848479263e+01 4.674904887600797565e+01
9.487538053705125662e+01 2.807154311250036116e+01 5.302203998233282078e+01
1.804112647163150314e+02 -1.673356753821461496e+01 -6.080665163358865755e+01
1.056541192971496343e+02 6.218170253262969993e+01 4.155776262203466587e+01
1.415938360426547149e+02 -4.183495258400166961e+01 -3.667066046190248230e-01
1.404856549688364282e+02 -6.622576569338380637e+01 -1.100584797660031633e+01
1.768439687136843474e+02 1.272955856624527904e+01 -2.959383408880199440e+01
1.515939014003924683e+02 -4.689415910435901935e+01 1.268685449984965175e+01
9.481989216061427328e+01 2.855244406487404873e+01 5.365257223344135440e+01
1.254494584299771986e+02 8.009287199544536406e+01 2.926669257238435762e+01
1.547036922359938274e+02 -2.508151409419486555e+01 2.372982141331901573e+01
1.179212850062014724e+02 4.669277045067522636e+01 1.162881597157523217e+01
1.585497169072758936e+02 -1.404981223423248160e+01 2.742736723560041412e+01
1.118193435614322624e+02 4.371540339827443233e+01 2.892164677036808840e+01
1.099119296178035228e+02 4.613818528879306058e+01 2.879640918666757443e+01
1.365543515258872844e+02 8.600760026281150772e+01 -1.325184514233056454e+01
9.713279547578271433e+01 2.744181794703327171e+01 5.284754765925173814e+01
9.677131380680398820e+01 2.849248742125367428e+01 5.431504634850159619e+01
1.417090710094260260e+02 2.267016218580439713e+01 5.514372189692803516e+01
1.170522408310846032e+02 6.366397591864735972e+01 2.018734713031492944e+01
1.347984368859955850e+02 9.011837696271479103e+01 -9.201570122930604612e+00
1.389687664014899156e+02 -7.396175824674259047e+01 -2.214172093902599947e+00
9.398931911268897466e+01 2.790751780622399636e+01 5.819960727813077028e+01
1.150362865617256745e+02 6.204633086213371485e+01 2.220858375746396263e+01
1.330229206683844154e+02 -7.289394774009524269e+01 -1.050386550115173634e+01
1.492553802385436370e+02 5.874978777587461565e+01 5.894764822934904203e+01
1.412499061424312572e+02 6.985335013394744408e+01 -8.947367836883879377e+00
1.260925787655008037e+02 2.246917789906166973e+01 5.934647941972089313e+01
1.419484321069348312e+02 9.317241659375441998e+01 -1.565474414056749808e+01
1.163949000936296017e+02 7.318840779906564364e+01 2.607579571031399723e+01
1.486163997540476771e+02 9.254715101816725564e+01 -8.520178624805252454e+00
1.082687458307271555e+02 5.981513122166937535e+01 3.995018304479287963e+01
1.152810858567005141e+02 7.611071133472570693e+01 2.639620405590650165e+01
1.058815144812135856e+02 5.918515822633687407e+01 4.948612988903874310e+01
1.318113640599805478e+02 9.979372036958864101e+01 2.612816216885427423e+00
1.189337887964615561e+02 8.764767465468895580e+01 2.755689852179381205e+01
1.216070127897702946e+02 3.984768165184595290e+01 3.745866427620741490e+01
1.798544280430293441e+02 -1.821267260751176664e+01 -5.893647705011861859e+01
1.135131560776944468e+02 5.472141922395856284e+01 4.515372475081668568e+01
1.057888008144151968e+02 6.144620803424287203e+01 4.562791755275279826e+01
1.309358446120854182e+02 6.745165475016118251e+01 4.155123633669234806e+01
1.314709097662587283e+02 1.025981985851882143e+02 1.359775506602201034e+00
1.174643931664223686e+02 8.396024089448496852e+01 2.776500790615381220e+01
1.031876972753359212e+02 6.101835780688487887e+01 5.152326597764754723e+01
1.124525179255489888e+02 4.306129008269657987e+01 2.443422066952102512e+01
1.625454382510058338e+02 -6.270309482774021603e+01 -1.647462558804303256e+01
1.662803111797110205e+02 -7.104331811059221735e+00 1.447806716663025384e+01
1.855263403353427520e+02 -2.658903295827806090e+01 -5.416859561863195438e+01
1.867503999733012279e+02 -2.499475660401493826e+01 -5.636475767369064016e+01
1.164517758794469700e+02 7.785472723696031494e+01 2.944514017260779326e+01
1.183497433413495656e+02 8.077011458452376758e+01 2.607434216726991139e+01
1.890433663045899948e+02 -1.287584561940957073e+01 -3.006208158801977959e+01
1.351326811622791411e+02 1.398031858673083860e+01 5.424531218794083287e+01
1.054066730091293778e+02 6.611224008766967586e+01 4.960129449583633487e+01
1.575971504199151525e+02 -6.997513117780397351e+01 -8.509694184891388957e+00
1.245491126960740473e+02 7.851348794896506433e+01 2.638627877033433577e+01
1.686310050211214957e+02 -6.520707796163026160e+01 -1.140486885036342457e+01
1.341563026419120774e+02 2.009839635693595028e+01 1.600379722997043785e+01
1.172760595443593701e+02 7.079331835035142717e+01 2.497705979339166049e+01
1.869800050006013521e+02 -2.334243547166206767e+01 -5.783025271661458078e+01
1.499471844885444227e+02 1.152168029087817658e+01 4.404647656666212185e+01
1.762062297328366469e+02 -2.511660196066687334e+00 1.283510999860942547e+01
9.059608075770216828e+01 1.251654115938284839e+01 6.333089402319237138e+01
1.172188197357214108e+02 6.974209703843209240e+01 2.593088233391624442e+01
1.329898524635086119e+02 5.701003202199641606e+01 2.119122650182061207e+01
1.539428932923721334e+02 8.688566591454546995e+01 -1.878778897250386493e+00
1.785135243643933620e+02 4.694359061118273502e+01 3.112974632407756559e+01
1.356467021294320148e+02 8.960139525391925019e+01 -7.665621294684854092e+00
1.096943558862256793e+02 5.808490018508921082e+01 3.881793068817599845e+01
1.099781563545507765e+02 6.129277960456226282e+01 3.932892560600900822e+01
1.759692201244659771e+02 2.385139261541419131e+01 2.396412069433934633e+01
1.380882627413411399e+02 8.149594006645149591e+01 -1.618926348162023032e+01
1.449708573630948081e+02 7.936695780934766731e+01 2.581500126010228158e+00
1.752082441759677351e+02 2.748225155199462932e+01 2.254050101264809314e+01
1.789535625833926531e+02 5.266391834004942929e+00 -2.473250898384474183e+01
1.212596869657955949e+02 6.802708487706721030e+01 2.596954476932782541e+01
1.140123681418290715e+02 1.137920922270302881e+01 5.639534424936657331e+01
1.820477615930318223e+02 -1.752674560018743932e+01 -5.500349878112537283e+01
1.522810406668876340e+02 -7.335258443951830998e+01 -5.959929841003939188e+00
1.726809622020820996e+02 -1.646456985739082057e+01 -3.907086633555010735e+01
1.186427873672147797e+02 7.994700072832314675e+01 2.871196493988766107e+01
1.365605210518124295e+02 7.894906432196074775e+01 -1.312907511077296796e+01
1.788681797101125142e+02 1.177339545649927377e+00 -2.716749608486464140e+01
1.378678591542600316e+02 6.028262244649161516e+01 1.451394366317546059e+01
1.333104700462996277e+02 9.504214164220839223e+01 3.254971168747626820e-01
1.332580660310891858e+02 9.566658089849298108e+01 9.194371118052693248e-01
1.049080553426721849e+02 5.993721461847959375e+01 5.090407255436117850e+01
1.203376192077204507e+02 8.901246288532728101e+01 2.692867854762600643e+01
1.015459466264293837e+02 1.214963073586490339e+01 4.501742886069234828e+01
1.065780631795629176e+02 9.149951530848952075e+00 6.294243467797224412e+01
1.718809178405085163e+02 -1.362769042217620630e+00 -4.148723655896347395e+01
1.382933246608729405e+02 6.463911194806117066e+01 2.710812955138595726e+01
1.380194817037933888e+02 7.867021837927789818e+01 -1.375484751374836989e+01
1.142772629445072994e+02 4.330928310977866857e+01 2.773843329407320368e+01
1.378696851936399526e+02 8.109461348419065985e+01 -1.155627221408563443e+01
1.434137673961369615e+02 -3.356819313957119988e+01 -3.986853334787943126e-01
1.144305698874580060e+02 1.023192777608760551e+01 4.593032447028124921e+01
1.131111794197701954e+02 4.281259979210405220e+01 2.994912881183887521e+01
9.253426909440138104e+01 1.208135705863375442e+01 6.481888942576193813e+01
1.123443686827061470e+02 4.369558395494669156e+01 3.206107954204404109e+01
1.000977446452336466e+02 2.839098401818786144e+01 5.271547953022867006e+01
1.733949002411417837e+02 5.834541420355067487e+01 4.338992981326447307e+01
1.374544126908460271e+02 8.614606297057207485e+01 -8.102257314019155388e+00
1.110961393785412241e+02 5.205475295965104010e+01 3.569104485073037836e+01
1.182763900962595187e+02 6.681670978412365969e+01 2.520527058309972546e+01
1.354097891384057277e+02 9.217343633180881568e+01 -2.304500966757217384e+00
1.344991418466212565e+02 -6.690169975089372656e+01 -1.475822872091504578e+01
1.694786641208085314e+02 4.095777746939678821e+01 5.498255460296508090e+01
1.260118561271382589e+02 6.942762999006687608e+01 2.480781866140479508e+01
1.104227948168281728e+02 5.856493599352789658e+01 4.143923424414055745e+01
1.347411465221306912e+02 9.562951434252006777e+01 2.201175686122313735e+00
1.179762406072276804e+02 7.062300854015356322e+01 2.952519791912043701e+01
1.103084337480113390e+02 5.913671482127079315e+01 4.300615352100395228e+01
1.092239879909925833e+02 5.979214458100493346e+01 4.486185853163290460e+01
1.176896441376073028e+02 7.322790227905522897e+01 3.105811471039463356e+01
1.242491167276571247e+02 1.473563481101634309e+01 5.895766078280227873e+01
1.346410037218246316e+02 9.955809811943927912e+01 2.538369057610596613e+00
1.669268870107646592e+02 -2.580842714370110258e+01 -5.646451548677830345e+01
1.076344711221881028e+02 5.888740424035736964e+01 4.563463692128394200e+01
1.074792288302114684e+02 6.075285715208297432e+01 4.658086706917487163e+01
1.178141067890782523e+02 7.742481627920894027e+01 3.152153689261430003e+01
1.203785228055318726e+02 8.322095835285635701e+01 2.811166274662027575e+01
1.043285533916739922e+02 5.972260948741119080e+01 5.376905732044880892e+01
1.595197800244219195e+02 -5.454139894033443170e+01 -1.401870735512362742e+01
1.086263534257690253e+02 6.587010267544401643e+01 4.865038162279547862e+01
1.693800908694813359e+02 9.825268574851886427e-03 -4.010270119845029058e+01
1.220566414719796313e+02 8.555044439444891680e+01 2.721338171519909110e+01
1.405433436912321383e+02 -7.297362546022691276e+01 -8.957325261229605928e+00
1.766749584237712440e+02 1.706028652084074082e+01 1.802820547610809498e+01
1.054109563451891205e+02 6.306478330773794028e+01 5.433115760248146131e+01
1.926344534427706208e+02 -3.270353039301247833e+01 -4.510021223936694668e+01
1.453002249887787798e+02 -3.266528544253158373e+01 -1.607733675439567023e+00
1.390127791109144653e+02 1.686438648320764599e+01 1.017144267041342509e+01
1.863085939318837063e+02 -3.143888505490591356e+01 -3.539607742314610306e+01
1.215075910189469255e+02 6.079435525545316921e+01 1.934775214726643000e+01
1.927377007165314353e+02 -3.107620524313168175e+01 -4.367245573393437041e+01
1.124997029414439282e+02 5.997660404015920932e+01 5.008119100088553921e+01
1.182640167606871131e+02 7.554689002954856392e+01 3.211342062177467227e+01
1.882924086611863856e+02 -3.535190652557476909e+01 -3.560132727024411992e+01
1.388334980939413867e+02 7.506304729245400154e+01 -1.362863803632642323e+01
1.529820807604916695e+02 9.020853600021374064e+01 -3.838414197381515791e+00
1.689313148367456563e+02 2.887325972749994563e+01 5.237910387964120673e+01
