<<<<<<< HEAD
9.335749817276833085e+01 2.642485191569952363e+01 5.352495961919896672e+01
1.027340759243081152e+02 5.153005266452400690e+01 7.210064683514445960e+00
1.018997481360573687e+02 5.297249575202696548e+01 9.279407552934568315e+00
1.163349943594769940e+02 7.378292226073256188e+01 2.922873296037120383e+01
1.312477585820704462e+02 6.168959348906975038e+01 1.962576096750006727e+01
1.421138137923298075e+02 1.305021090672697426e+01 4.300909226448789013e+01
1.126689698557264450e+02 6.162203668696889025e+01 1.842995821547028612e+01
6.764748627766226718e+01 2.258486466841082319e+01 5.086832077009860598e+01
9.713633784644522962e+01 5.051417210054924567e+01 1.062655772961138823e+01
1.364613872417199900e+02 -2.092287700497326597e+01 2.060965743769695990e+01
8.162470339981032907e+01 2.991663775941088232e+01 6.320021705381054744e+01
1.319702182905351151e+02 1.014917370629318327e+02 -7.475471068044972967e+00
1.520967501346750055e+02 -4.910880899896980623e+01 1.097983283780421360e+01
9.834815543106697078e+01 5.235014936961020737e+01 8.890400529262091567e+00
1.220768794257139547e+02 4.129191326080417923e+01 3.634649453218512605e+01
1.766119648483727360e+02 4.882545882008364657e+01 4.192918999833744920e+01
1.916177942711784965e+02 -2.801924366856439619e+01 -3.825863273846816526e+01
1.074911929959599206e+02 5.494126205327781065e+01 2.602801143218295010e+01
1.381413977265914070e+02 5.115845135650911857e+01 1.154072124948746492e+01
1.057745066492437758e+02 4.820582742293890277e+01 8.555550455180544134e+00
1.687313495860446437e+02 2.503109535432199451e+01 -1.180456629051018780e+01
1.363005691335939957e+02 5.821296799815936396e+01 1.935758823643776338e+01
1.202825523939593353e+02 5.628597231754415731e+01 1.579954425477178326e+01
1.560906316964809548e+02 1.731893083696938618e+01 5.071706625043756844e+01
1.140267724995001686e+02 5.591357648610759412e+01 1.505878440021256992e+01
1.063303763833061026e+02 6.045494978414352971e+01 5.345658704403141570e+01
1.866776932858483065e+02 -2.162062033654348880e+01 -5.664798311478725168e+01
1.415341794478524093e+02 -1.532828225521743448e+01 2.558128257147613738e+01
1.450359059238889756e+02 2.556894583994341730e+01 5.864453010923691068e+01
1.674085181844836825e+02 -2.690047720737377190e+00 2.095921552430196044e+01
1.067665586528890742e+02 4.377411149508987620e+01 2.185287554442193780e+01
1.433318076220234900e+02 8.783509230175464211e+01 1.672252888696426965e+00
1.602912828749949199e+02 -6.243866212440146057e+01 -1.687736425866175693e+01
6.999972518731058813e+01 3.172049356796345876e+01 5.018963127290304271e+01
1.762953313024533770e+02 -1.922248794974416342e+01 -5.286809348345727244e+01
1.783038969736564638e+02 -1.708837181860182497e+01 -5.442069622867726508e+01
1.533942005298280549e+02 1.811991585166461149e+01 5.420740664092907224e+01
1.759180474368190232e+02 -3.260170989860131385e+01 -4.910978062169241554e+01
7.000781753191932921e+01 1.987041217031613627e+01 5.081954258268419977e+01
1.807747854853420222e+02 1.296830554560898108e+01 -9.140351283811604333e+00
1.708925797271232625e+02 2.568258188034169365e+01 -1.401656875462375140e+01
1.694891284624643220e+02 8.732995681621373407e+00 -3.735213670860348145e+01
1.355623391270790989e+02 -2.797980800038410010e+01 9.475567288499259888e+00
1.777364810473975751e+02 2.980349627147993630e+01 3.074099466082547139e+01
7.625129354204719334e+01 3.400539076118293025e+01 5.931477934795924511e+01
1.693070535174181543e+02 -1.598777098445718714e+01 -2.998005703622554208e+01
9.944725351373790545e+01 4.677518228077217088e+01 1.230789854636351777e+01
1.708413485683168460e+02 6.228945786717159905e+01 3.941901302445161548e+01
1.606959731828543454e+02 7.970175152999856039e+01 -6.482017422508381088e+00
1.093897398633007896e+02 6.307626198897732195e+01 4.069076530176013051e+01
1.441051160466298597e+02 -7.244418344442091495e+01 -1.636870813107760725e+00
7.867953374702864267e+01 3.131043323541018708e+01 5.828553287405638628e+01
1.984676891723090364e+02 -1.562433859269964387e+01 1.025203969997080833e+01
1.328571451588188950e+02 1.893121458215392039e+01 1.661350702825944836e+01
9.951309546159150443e+01 5.005763185023663198e+01 1.411505237892037101e+01
7.590828479242782123e+01 3.602623985316756716e+01 6.030875951646638100e+01
6.875464824946894282e+01 2.966602291498118404e+01 5.313056310237207924e+01
1.674360671533128198e+02 -2.040536049478513192e+00 1.776177317733491279e+01
1.764876165862378059e+02 -3.143511292026058257e+01 -5.068942436957098607e+01
1.630615040066638528e+02 6.149410944531135925e+01 5.191352017849296629e+01
7.094248358819754685e+01 1.504432219017307659e+01 4.663019951461835433e+01
1.538084764806102100e+02 6.978221635491530606e+01 -1.360718733527721014e+01
6.992474205189540726e+01 1.360995265946618993e+01 4.868587472000290006e+01
1.192011233502864513e+02 7.519638491101001421e+01 2.804029516184068882e+01
1.818450429260124110e+02 -1.784630665495662072e+01 -5.742965448069904255e+01
1.515300429187290092e+02 6.940503042991285554e+01 4.117705759076903860e+01
1.352201999873636282e+02 1.972956932017470422e+01 1.434440357123105159e+01
1.604516999560266015e+02 6.073026422978305305e+01 5.480872842083529406e+01
1.776448605181044798e+02 3.677255052048413830e+01 4.194328575940242843e+01
1.390175201999982164e+02 -7.141190669332128493e+01 -1.103167133278420309e+01
1.851819755964166916e+02 -2.429139472042686521e+01 -3.028528304055053866e+01
7.060596526563276143e+01 1.678350993713010553e+01 4.864951433492082344e+01
1.395291992928111995e+02 6.330964384399898393e+01 5.304524696924138283e+01
7.073593119502997695e+01 2.161171386501051472e+01 4.934437871532983877e+01
8.355632011616644661e+01 1.829442398038470330e+01 5.128644317449006707e+01
6.938336002012918868e+01 2.227212315384629449e+01 5.289870688494471551e+01
7.201941804859482943e+01 1.510295304713380915e+01 5.205526980400583170e+01
7.054552882994775587e+01 2.377900264108627937e+01 5.088871324394769147e+01
1.784623998820197244e+02 1.766353650592656521e+01 7.802117131102090042e+00
1.317090043054815283e+02 2.024072060111527804e+01 1.621988646813399981e+01
1.874156450020845455e+02 -2.650261045301208185e+01 -3.295868001647057355e+01
1.766348218376361388e+02 9.394927390350433782e-01 -1.519842630894518187e+01
1.439187993896574653e+02 -1.846174140028181654e+01 3.977643301271776011e+00
1.791295113516196693e+02 -1.981722429748466396e+01 -6.075813394872216122e+01
1.682980719581393316e+02 2.926622338262083289e+01 5.427877883826453598e+01
1.656921389486620626e+02 6.124627563753367099e+01 5.035034522752390274e+01
1.188225362180297537e+02 4.385875398810414794e+01 3.240028146940192499e+01
1.304507720635178600e+02 3.050852052389350888e+01 5.355437804762559750e+01
8.539018879579731447e+01 2.645855597807923942e+01 5.593779833602312124e+01
7.096213459624388520e+01 3.037570952895439547e+01 5.202026985900986489e+01
1.466231543882346102e+02 -6.384090131458563633e+01 -4.281285604795314725e+00
1.261548614217722672e+02 7.791535295700191455e+01 2.740892865153456626e+01
1.753867576439035361e+02 3.003424946448844679e+01 2.025588449990637230e+01
6.957870445233589862e+01 2.842307610636846249e+01 5.443455219036543724e+01
2.002679692606002959e+02 -1.753822890837308535e+01 1.310339481229613412e+01
1.306671627721609639e+02 5.210472681992325761e+01 5.356644321292729671e+01
9.705981592251734469e+01 4.987277858151646370e+01 1.209087120194057263e+01
1.338135166387271795e+02 1.024395301307861956e+02 -3.750059519139600006e+00
1.502958874362244046e+02 6.857390854055998375e+01 3.932170992284837752e+01
7.054577484161632128e+01 3.167454303448984376e+01 5.083276665288056506e+01
7.367330099266675347e+01 1.472713676380758940e+01 4.792764809371296764e+01
1.771586491409656503e+02 -1.227761448526347943e+00 -4.074192301910802883e+01
6.992756540942804122e+01 3.154130543487068294e+01 5.446036622257744142e+01
6.996436522958079252e+01 1.532581770942795885e+01 5.004882212072831749e+01
1.154737030966680464e+02 7.769589250415084791e+01 2.666055721744849905e+01
1.645984884672729720e+02 2.640637249312323576e+01 -2.005698327786995527e+00
1.326873665475955022e+02 6.660605064727711522e+01 3.112008290519190723e+01
1.733113487053056190e+02 2.494784920767854075e+00 1.575793940645348101e+01
7.113407131163978647e+01 2.849485629542301268e+01 5.184665499115026677e+01
1.537895796842086895e+02 8.071184629858021253e+01 -1.654762177407015855e+01
9.915863711163491701e+01 1.225467738172828902e+01 4.522004485281379260e+01
9.851828160539537294e+01 4.849771063679430227e+01 1.336603940093574749e+01
1.427655795074784635e+02 7.698927888842823108e+01 2.656846526089939431e+00
9.575098944112998822e+01 2.579955776784904131e+01 5.332495468503717717e+01
1.476302634395938753e+02 -5.144945285776196897e+01 -6.091421449117602194e+00
7.037353999272906435e+01 3.019164878333472046e+01 5.517489945028576415e+01
1.436019508587297082e+02 3.759610879915001647e+00 2.134091541187838104e+01
7.699415731482568503e+01 2.684538406800628607e+01 5.451118972504475124e+01
1.247968653526009035e+02 1.003573204987261818e+02 -3.395293414378478758e+00
1.768792534480034533e+02 1.202906628195089311e+00 -3.882527268315934066e+01
1.035981737750652201e+02 4.896666213929892564e+01 8.450253878676182495e+00
1.610043841140495715e+02 5.816719851151786003e+01 5.662904079092200504e+01
1.988470717665471170e+02 -1.916475636856353759e+01 1.438546685103595379e+01
1.480557482492818906e+02 -6.103278399886526984e+01 -5.673270319475706813e+00
1.683117028171643597e+02 2.953691872605858748e+01 5.582473851774079066e+00
1.690788953409621911e+02 2.937901227285141914e+00 2.577500776439306307e+01
8.321393129620628315e+01 1.093512931538709942e+01 5.492346025375831431e+01
7.183012701299142577e+01 2.944692378533726895e+01 5.626099793664211290e+01
1.697503303596586761e+02 1.228452707738656358e+01 3.181074844250652234e+01
7.612507161307888737e+01 2.311216129249556417e+01 5.296219311531825724e+01
1.812106045355204742e+02 -2.163352938027968797e+00 8.071327036269913435e+00
1.519873938402324995e+02 -6.506106549223386537e+01 -1.612306983662833204e+01
1.826178733404029515e+02 -2.233331194820210186e+01 -6.093843050416695917e+01
1.610059043251418132e+02 -5.922511904274377770e+01 -1.732563318727559931e+01
1.001104144936255693e+02 5.299509674065564013e+01 1.121268438329575901e+01
1.904704232101075831e+02 -1.530006577847950133e+01 -3.952793487093807556e+01
1.039261072535893504e+02 6.139229523767784258e+01 5.477403623406772226e+01
1.338723318742017341e+02 -7.434060334947041326e+01 -9.382920717694414492e+00
1.702980820572306300e+02 3.543089686468907473e+01 1.197728958413162204e+01
1.518246976317678048e+02 1.825347054346200082e+01 5.340265846148400897e+01
1.308792379279465763e+02 2.219074208007083371e+01 5.876585040247238112e+01
7.640141857195743569e+01 1.394833062685034797e+01 4.888693007868312179e+01
1.807092076691388911e+02 -3.403920704905787176e+01 -4.615417271427138957e+01
1.648856176870620232e+02 6.118095545902089327e+01 1.958761014497251551e+01
1.117770409197813848e+02 5.741398037561695844e+01 4.949150801418058876e+01
1.421349055258268095e+02 6.341628321271237212e+01 5.461975676913530720e+01
1.197781046247730075e+02 7.934548565122778996e+01 2.842227973401698193e+01
1.429456603639590639e+02 4.605237558379980811e+01 3.971559157738083101e+00
1.653838108808919287e+02 -4.603798771244709265e+00 2.231517164466023218e+01
1.591974335878915952e+02 2.224122860222863096e+01 5.466445529556301608e+01
1.640447400586699018e+02 4.898970001548808284e+01 8.175926851479022872e+00
1.706096511907155389e+02 -3.105232260931600763e-02 -1.057758132599921552e+01
1.149558072551698729e+02 6.248227971288696381e+01 4.691423666157290739e+01
1.279266451350355283e+02 9.943919801513882817e+01 -1.760389950271548187e+01
1.435705903740040981e+02 4.083007253196933029e+00 1.789574844685248678e+01
1.385283848823210064e+02 -6.933325364257518686e+01 -1.101734537962686389e+01
1.068062740563861723e+02 5.470783524519888630e+01 1.142355655748424681e+01
7.011996060612875681e+01 1.923526784950853141e+01 5.293167929299870877e+01
1.530879076373924477e+02 6.927743644349754959e+01 3.972660460111458747e+01
1.487532678746619013e+02 -5.620317561581194354e+01 -5.071690964769318022e+00
9.715229499699047722e+01 5.217825244584124533e+01 1.132828997334411625e+01
7.674959792831742789e+01 3.766352598909823968e+01 5.905664436183832322e+01
6.994247035976060545e+01 2.016167991727810715e+01 5.353867954079061064e+01
1.721408913891009149e+02 5.909329361635577982e+01 3.730222268602927471e+01
1.757380140316873565e+02 2.942685104908587945e+01 3.495349448328568798e+01
1.492276394293060662e+02 -5.420249546984908307e+01 -7.419486377769251462e+00
1.743620215188311136e+02 5.830994078620961574e+01 3.583338043565021991e+01
1.270752666244522686e+02 9.664450874203537012e+01 -1.798718345232405014e+01
1.380132291872604355e+02 2.764007016673149053e+01 5.776397396224778902e+01
7.545262358514386847e+01 1.844872586375071677e+01 5.061541057806107347e+01
1.747082101007666211e+02 -8.936907348698184705e+00 5.433451993115069989e+00
1.185883782049117912e+02 2.129300278761557763e+01 4.194893922025144661e+01
1.566542317529828665e+02 -3.657651061211569754e+01 6.770427118280788470e+00
1.354956660276649245e+02 -2.102382267503378088e+01 1.105091646986966225e+01
1.017063176104304318e+02 2.759352199564374430e+01 5.217116527409588400e+01
1.308865105478393502e+02 9.743997462199307336e+01 -1.863535272159619183e+01
7.236640240262690327e+01 1.284643867532058437e+01 5.006193225234714816e+01
1.841258212013264028e+02 -2.453396910609331627e+01 -5.756716790008816531e+01
7.314830730330972131e+01 1.740246446703778460e+01 4.986513520706671443e+01
1.751829702686566748e+02 -3.136225456042805249e+01 -4.773143179378628531e+01
7.251266557339428687e+01 1.885536146930714807e+01 5.131387936366281366e+01
7.353216454443078476e+01 2.091283983737971752e+01 5.102916788102950818e+01
9.746429547112887803e+01 9.670840188872080745e+00 4.764510501834934075e+01
7.312919321944039552e+01 2.279889605618590664e+01 5.242170844648592265e+01
1.656126329770776522e+02 -1.126184540616117324e+01 1.640829760833475603e+01
1.659415569072845358e+02 4.889979765519233723e+01 1.042269793084971141e+01
1.480477879290015437e+02 -5.297440555130860673e+01 -5.845522677614973794e+00
7.200379326372011235e+01 2.244783829981220435e+01 5.442742929836109056e+01
7.309523677426965094e+01 2.580902258912085045e+01 5.362207312726884822e+01
1.371716528162249062e+02 5.971666399856250962e+01 1.543812637837170954e+01
7.226312819899348483e+01 2.423462939767570390e+01 5.575811698438435116e+01
1.609894286623875814e+02 6.097001435295994476e-01 3.223469752554812828e+00
1.578460144850198503e+02 3.857941262634589918e+00 -1.863794739652455945e+01
9.985996259562126909e+01 4.864186317690546701e+01 1.012205639122803902e+01
7.161635264509538956e+01 2.641081415744992711e+01 5.741342513741687981e+01
1.627133784065242139e+02 6.484586892650042955e+01 4.609843431431187355e+01
8.168596692070667586e+01 2.064561522685399808e+01 5.221507795338000335e+01
1.833452564637521789e+02 -3.438878752896262370e+01 -4.480023169599306243e+01
1.329407317281275027e+02 1.005832409665850662e+02 -1.299598281107786768e+01
1.695791389093427597e+02 1.297733929857846746e+00 -1.495620124313576049e+00
1.237211589756110186e+02 8.305484267863133141e+01 3.038619447870404144e+01
1.729323822701833535e+02 -2.892895725701749399e+01 -4.799107583297755042e+01
1.064733996568952534e+02 5.305211776662580547e+01 7.128439047676650375e+00
1.213249798636119294e+02 8.851673233394201645e+01 2.694160334295475678e+01
1.474233286914081873e+02 -5.402881416033593354e+01 -3.675005613326346676e+00
1.640841264036751284e+02 6.257536798143628687e+01 4.929399959890430694e+01
9.943223584885515720e+01 6.207230720170014138e+01 5.414060217487089943e+01
1.053623431827726762e+02 4.976954675404852679e+01 1.976421049183940681e+01
1.025855770760957455e+02 6.433666213095277442e+01 5.413981658198419211e+01
1.575154963034569278e+02 8.743753954145608986e+01 -1.076895125720994884e+01
1.304926380249920612e+02 1.018367095600735723e+02 -1.382494995818838390e+00
1.412823799332032308e+02 1.436703501441597197e+01 3.058162600291517208e+00
9.582658285552578548e+01 5.353029896553007205e+01 1.081510889839277034e+01
1.667454271549384544e+02 1.022099000266890201e+01 3.289687048246354095e+01
1.672440875112733067e+02 2.490681303863853913e+01 -1.465293427355556766e+01
1.643116895550107301e+02 6.742401521001116294e+01 2.598535278431004070e+00
1.770946263119097637e+02 -1.008345598570135593e+01 9.217528696333058491e+00
1.029341718827169956e+02 4.404980885509026933e+01 1.582179816019217711e+01
1.179052789221678097e+02 6.620134497029292220e+01 2.907775417393509798e+01
2.002986862878930765e+02 -1.797111225823618952e+01 1.021901773602559160e+01
9.810402804029789081e+01 5.048503227527715609e+01 1.452997841801831669e+01
1.724557825283926604e+02 4.649890652444707939e+01 5.251540967889489053e+01
1.830066529267336364e+02 -2.042040905648256199e+01 -6.244907632415974064e+01
1.735397325389224932e+02 1.992045290251786671e+00 3.685134870584526823e+00
1.478349828463561835e+02 -5.514726798834277588e+01 -1.472991037507150658e+00
1.501040700495236422e+02 -3.496306501524450283e+01 -4.620834225177095078e+00
1.444295109523853569e+02 -3.135981799598718567e+01 2.099480304955643817e+01
1.738942814603099123e+02 1.504036408608502295e+00 -4.005595220254720346e+01
1.434199089986749414e+02 6.493952531022499386e+01 5.234631107461189004e+01
1.758527573984534058e+02 2.829624795642586577e+01 2.388481726988651843e+01
1.531017293547509723e+02 -6.349935661710781432e+01 -1.767201285761558793e+01
1.704052758909874683e+02 6.642415985862368366e+00 -3.977160479434591878e+01
1.935884198187912375e+02 -3.223527442549774946e+01 -4.241209801158338166e+01
1.324936558855440012e+02 4.520670189828587127e+01 5.435188743700108915e+01
1.526886384618926513e+02 -3.481961927746438334e+01 -6.165627643039603534e+00
1.038425542303047422e+02 4.456922618306291639e+01 1.074913239312633451e+01
7.478604636497769320e+01 1.196934827901111831e+01 5.317984132586074963e+01
1.406700938271780217e+02 7.061180263101557841e+01 -1.213994913869709080e+01
7.496440978717409109e+01 1.761831817209758810e+01 4.917058320212682077e+01
1.243538878184648979e+02 9.869803932170970029e+01 -1.729180597672261399e+01
1.400443582328828143e+02 9.806888154684720860e+00 2.369318469730436405e+01
1.749931719408177173e+02 -5.159956658963226417e+00 4.928723963194528324e+00
1.661796352597714872e+02 1.276324487529096885e+01 3.547711579600179732e+01
1.200424672941739317e+02 6.772314822125802891e+01 2.409388933114279752e+01
7.854787911265941602e+01 3.540291853317169313e+01 5.897333047543835960e+01
1.597988623267700063e+02 1.838469550873352887e+01 5.031685195114715015e+01
1.827322600169763120e+02 -3.679077841170069973e+01 -4.321620361116686126e+01
1.777616694025050208e+02 3.242548320720705846e+01 3.781609582241537737e+01
1.481355338643087975e+02 8.185515173109928355e+01 3.122952890636415901e+00
1.297645181540834187e+02 2.161400288358511901e+01 1.647486676501992520e+01
1.661045438563797916e+02 1.513650415041086816e+01 3.561561111577606908e+01
1.459191094340041843e+02 9.270265069153718684e+01 -9.710744438356581298e+00
8.267981349464534446e+01 1.793001711962649125e+01 5.109481271444849426e+01
1.322906675071292284e+02 5.880299460594998351e+01 2.155854403002970088e+01
1.282139015776530755e+02 9.629212427659896889e+01 -1.322582922620288137e+01
1.533764906847540601e+02 2.022652642850539451e+01 5.409714942088164236e+01
7.432946309635164539e+01 1.314278665016171033e+01 5.418389716655737232e+01
1.364835119984979883e+02 -2.489459210992777116e+01 2.024169741746586482e+01
1.639703088804518814e+02 1.389357185058201161e+01 3.835860257999650003e+01
1.510915044687772593e+02 2.023041029839957972e+01 5.562128316413411255e+01
1.309868183821231753e+02 1.017310298348560025e+02 -1.022183880137461465e+01
1.528136537794769652e+02 6.745649021975552273e+01 -1.204410189116260455e+01
1.975959883635409824e+02 -2.065730246039696283e+01 1.212115686350320232e+01
1.396329314902576755e+02 8.077659197387504264e+01 -1.704120762289193181e+01
1.035926380762194015e+02 2.749137677047046679e+01 5.289996933267388357e+01
1.870163130742024293e+02 -2.892236785063773752e+01 -5.094832007455475065e+01
1.590049955227119938e+02 8.050841155728112319e-01 6.589219870642484267e-01
1.663937666048908852e+02 5.902698994399624155e+01 3.554333576764561187e+00
1.785256494163694185e+02 3.437516237128194518e+01 3.566571532240459419e+01
1.745264640157509746e+02 2.851397109434427790e+01 3.667967310293555272e+01
1.753881842422356669e+02 1.724230980047166284e+01 7.705949687800185188e+00
1.071643549858584663e+02 6.553547643326062655e+01 4.597304086200864504e+01
1.683061946351236031e+02 -9.358828629341138239e+00 1.362352155583608848e+01
1.047319546790737377e+02 4.539658129788472962e+01 2.180285549489407160e+01
1.023515230725496394e+02 5.990872796758449681e+01 5.359913439235514687e+01
1.488560927322875784e+02 6.378780484220767732e+01 5.457330070684128032e+01
1.881341091394724572e+02 -2.728528178021979045e+01 -5.308805214794157479e+01
1.696947347064482869e+02 2.468721583963011668e+01 -1.367614209170856654e+01
1.285689397243613428e+02 9.804598618996740811e+01 -1.852280861918870158e+01
1.265800376672515597e+02 6.969849157339957912e+01 3.308612437989206967e+01
1.486708110352095105e+02 -7.493321535201259564e+01 -5.005437574531538480e+00
1.677517606480350594e+02 6.101178791307243898e+01 2.437078153093686694e+01
1.704324850593805536e+02 3.761056111403017610e+01 1.120195468908923075e+01
1.631582263578335983e+02 2.792583621348136091e+01 1.538027126153400204e+00
1.599209204907149342e+02 -6.603302241980168219e+01 -1.182959498122815845e+01
1.476508968527280388e+02 6.212159598789861548e+01 5.674620747983655633e+01
1.709760663301675834e+02 3.938537736722201998e+01 1.032389633825530595e+01
1.081697738672268940e+02 4.858667675717287437e+01 7.516842472782231610e+00
1.167686252848784250e+02 7.744423043880688340e+01 2.708661291129934767e+01
1.670584791823777095e+02 -5.222103467908745245e-02 -1.019001403661529892e+01
1.789339429558839356e+02 4.278433087901976251e+01 3.047691040510900962e+01
1.526174201651339786e+02 5.092531804226469561e+00 3.124452716646729300e+01
1.669042355389274519e+02 -1.117575236576074360e+01 -3.135293566965378886e+01
1.654466369470048051e+02 2.557858960221430777e+01 -4.469935178571172507e+00
7.589779685795272712e+01 2.821822257571585268e+01 5.883157048298619429e+01
1.405674412165732008e+02 2.790186092075861879e+01 5.764208551647570289e+00
1.900033425034322647e+02 -3.357828074069582414e+01 -4.450876361922937718e+01
1.310910723766673414e+02 1.028532234543775132e+02 -3.432555944663027603e+00
1.448228372466335827e+02 6.294723463846631262e+01 5.584963097655062825e+01
1.350898969106091272e+02 1.229350421252840064e+01 5.166254875544765923e+01
1.007149943222551371e+02 4.951443927599592598e+01 1.604000034887611648e+01
1.548916622085970971e+02 4.575436210270245851e+01 6.261547705477053682e+01
1.746609463392410646e+02 -3.702764750497112622e+00 -4.270282879775875529e+01
1.121688686905769572e+02 5.794263053830746912e+01 4.207884994370494525e+01
1.627363973955769154e+02 3.044912981605440905e+01 3.312987146413259865e+00
1.868786380677889269e+02 -5.563008876384095913e+00 -2.862706286967627634e+01
1.012570746365260419e+02 4.540078223118794654e+01 1.273287095043106021e+01
1.022977183780297850e+02 4.711625364134395966e+01 1.043716361070583432e+01
9.931273543737239606e+01 4.821069573472797742e+01 1.563447127616779042e+01
1.300776368551530311e+02 9.906654119462739061e+01 -1.612405444048585323e+00
1.038071695268181145e+02 6.184533001452705037e+01 4.937991866102933614e+01
1.131574777680000352e+02 4.028800161346471498e+01 1.419514947188494602e+01
1.647820765501619746e+02 6.129261894432223556e+01 3.990666341916444537e-01
1.786461910068290990e+02 3.427365722537207660e+01 3.078885513898625703e+01
1.394967189699887911e+02 7.673378176331416967e+01 -1.557897342397585483e+01
7.957613674330018227e+01 2.072370325147979386e+01 5.185203791457583122e+01
7.880410433586558838e+01 3.338004422998624676e+01 6.259185883990411980e+01
1.104069688988347195e+02 5.012840534706581508e+01 9.123724210019140912e+00
1.691432559673899050e+02 -4.018381456458244294e+00 1.637522178455363075e+01
1.789509610287794317e+02 1.908507442188202319e+01 -1.188978082161240124e+01
